Nome,Empresa,Numero,Email
"Sócio-Diretor Titular","Indústria Metalúrgica Passos","","sócio-diretor.titular@indstriametalrgicapassos.com.br"
"Sócio-Diretor Titular","Indústria Caldeiraria Curitiba","","sócio-diretor.titular@indstriacaldeirariacuritiba.com.br"
"Sócio-Diretor Titular","Indústria Plásticos Joinville","","sócio-diretor.titular@indstriaplsticosjoinville.com.br"
"Sócio-Diretor Titular","Indústria Eletromotores Três Lagoas","","sócio-diretor.titular@indstriaeletromotorestrslagoas.com.br"
"Sócio-Diretor Titular","Indústria Fundição Itumbiara","","sócio-diretor.titular@indstriafundioitumbiara.com.br"
"Sócio-Diretor Titular","Indústria Metalúrgica São José dos Campos","","sócio-diretor.titular@indstriametalrgicasojosdoscampos.com.br"
"Sócio-Diretor Titular","Indústria Caldeiraria Uberaba","","sócio-diretor.titular@indstriacaldeirariauberaba.com.br"
"Sócio-Diretor Titular","Indústria Plásticos Toledo","","sócio-diretor.titular@indstriaplsticostoledo.com.br"
"Sócio-Diretor Titular","Indústria Eletromotores Florianópolis","","sócio-diretor.titular@indstriaeletromotoresflorianpolis.com.br"
"Sócio-Diretor Titular","Indústria Fundição Campo Grande","","sócio-diretor.titular@indstriafundiocampogrande.com.br"
"Sócio-Diretor Titular","Indústria Metalúrgica Goiânia","","sócio-diretor.titular@indstriametalrgicagoinia.com.br"
"Sócio-Diretor Titular","Indústria Caldeiraria Ribeirão Preto","","sócio-diretor.titular@indstriacaldeirariaribeiropreto.com.br"
"Sócio-Diretor Titular","Indústria Plásticos Betim","","sócio-diretor.titular@indstriaplsticosbetim.com.br"
"Sócio-Diretor Titular","Indústria Eletromotores Ponta Grossa","","sócio-diretor.titular@indstriaeletromotorespontagrossa.com.br"
"Sócio-Diretor Titular","Indústria Fundição Jaraguá do Sul","","sócio-diretor.titular@indstriafundiojaragudosul.com.br"
"Sócio-Diretor Titular","Indústria Metalúrgica Três Lagoas","","sócio-diretor.titular@indstriametalrgicatrslagoas.com.br"
"Sócio-Diretor Titular","Indústria Caldeiraria Rio Verde","","sócio-diretor.titular@indstriacaldeirariarioverde.com.br"
"Sócio-Diretor Titular","Alimentos Laticínios São Paulo","","sócio-diretor.titular@alimentoslaticniossopaulo.com.br"
"Sócio-Diretor Titular","Alimentos Moinho Uberlândia","","sócio-diretor.titular@alimentosmoinhouberlndia.com.br"
"Sócio-Diretor Titular","Alimentos Frigorífico São José dos Pinhais","","sócio-diretor.titular@alimentosfrigorficosojosdospinhais.com.br"
"Sócio-Diretor Titular","Alimentos Conservas Criciúma","","sócio-diretor.titular@alimentosconservascricima.com.br"
"Sócio-Diretor Titular","Alimentos Laticínios Campo Grande","","sócio-diretor.titular@alimentoslaticnioscampogrande.com.br"
"Sócio-Diretor Titular","Alimentos Moinho Anápolis","","sócio-diretor.titular@alimentosmoinhoanpolis.com.br"
"Sócio-Diretor Titular","Alimentos Frigorífico Jundiaí","","sócio-diretor.titular@alimentosfrigorficojundia.com.br"
"Sócio-Diretor Titular","Alimentos Conservas Passos","","sócio-diretor.titular@alimentosconservaspassos.com.br"
"Sócio-Diretor Titular","Alimentos Laticínios Cascavel","","sócio-diretor.titular@alimentoslaticnioscascavel.com.br"
"Sócio-Diretor Titular","Alimentos Moinho Itajaí","","sócio-diretor.titular@alimentosmoinhoitaja.com.br"
"Sócio-Diretor Titular","Agro Sementes Três Lagoas","","sócio-diretor.titular@agrosementestrslagoas.com.br"
"Sócio-Diretor Titular","Agro Bioinsumos Jataí","","sócio-diretor.titular@agrobioinsumosjata.com.br"
"Sócio-Diretor Titular","Agro Silos, São José dos Campos","","sócio-diretor.titular@agrosilossojosdoscampos.com.br"
"Sócio-Diretor Titular","Agro Fertilizantes Uberaba","","sócio-diretor.titular@agrofertilizantesuberaba.com.br"
"Sócio-Diretor Titular","Agro Sementes Maringá","","sócio-diretor.titular@agrosementesmaring.com.br"
"Sócio-Diretor Titular","Agro Bioinsumos Chapecó","","sócio-diretor.titular@agrobioinsumoschapec.com.br"
"Sócio-Diretor Titular","Agro Silos, Campo Grande","","sócio-diretor.titular@agrosiloscampogrande.com.br"
"Sócio-Diretor Titular","Agro Fertilizantes Itumbiara","","sócio-diretor.titular@agrofertilizantesitumbiara.com.br"
"Sócio-Diretor Titular","Agro Sementes Ribeirão Preto","","sócio-diretor.titular@agrosementesribeiropreto.com.br"
"Sócio-Diretor Titular","Agro Bioinsumos Betim","","sócio-diretor.titular@agrobioinsumosbetim.com.br"
"Sócio-Diretor Titular","Comex Despacho Londrina","","sócio-diretor.titular@comexdespacholondrina.com.br"
"Sócio-Diretor Titular","Comex Trading Blumenau","","sócio-diretor.titular@comextradingblumenau.com.br"
"Sócio-Diretor Titular","Comex Exportação Três Lagoas","","sócio-diretor.titular@comexexportaotrslagoas.com.br"
"Sócio-Diretor Titular","Comex Importação Goiânia","","sócio-diretor.titular@comeximportaogoinia.com.br"
"Sócio-Diretor Titular","Comex Despacho São Paulo","","sócio-diretor.titular@comexdespachosopaulo.com.br"
"Sócio-Diretor Titular","Comex Trading Uberlândia","","sócio-diretor.titular@comextradinguberlndia.com.br"
"Sócio-Diretor Titular","Comex Exportação Curitiba","","sócio-diretor.titular@comexexportaocuritiba.com.br"
"Sócio-Diretor Titular","Comex Importação Joinville","","sócio-diretor.titular@comeximportaojoinville.com.br"
"Sócio-Diretor Titular","Trans Logística São Paulo","","sócio-diretor.titular@translogsticasopaulo.com.br"
"Sócio-Diretor Titular","Trans Operador Uberlândia","","sócio-diretor.titular@transoperadoruberlndia.com.br"
"Sócio-Diretor Titular","Trans Transportes Maringá","","sócio-diretor.titular@transtransportesmaring.com.br"
"Sócio-Diretor Titular","Trans Terminais Chapecó","","sócio-diretor.titular@transterminaischapec.com.br"
"Sócio-Diretor Titular","Trans Transporte Campo Grande","","sócio-diretor.titular@transtransportecampogrande.com.br"
"Sócio-Diretor Titular","Trans Operações Goiânia","","sócio-diretor.titular@transoperaesgoinia.com.br"
"Sócio-Diretor Titular","Trans Distribuição Jundiaí","","sócio-diretor.titular@transdistribuiojundia.com.br"
"Sócio-Diretor Titular","Trans Transporte Passos","","sócio-diretor.titular@transtransportepassos.com.br"
"Sócio-Diretor Titular","Trans Cross-Docking Londrina","","sócio-diretor.titular@transcrossdockinglondrina.com.br"
"Sócio-Diretor Titular","Trans Operações Blumenau","","sócio-diretor.titular@transoperaesblumenau.com.br"
"Sócio-Diretor Titular","Instituto de Cardiologia Intervencionista e Hemodinâmica Toledo","","sócio-diretor.titular@institutodecardiologiaintervencionistaehemodinmicatoledo.com.br"
"Sócio-Diretor Titular","Instituto de Neurologia Clínica e Tratamento da Dor Florianópolis","","sócio-diretor.titular@institutodeneurologiaclnicaetratamentodadorflorianpolis.com.br"
"Sócio-Diretor Titular","Instituto de Cirurgia do Aparelho Digestivo e Laparoscopia Três Lagoas","","sócio-diretor.titular@institutodecirurgiadoaparelhodigestivoelaparoscopiatrslagoas.com.br"
"Sócio-Diretor Titular","Instituto de Ginecologia e Cirurgia Íntima Avançada Jataí","","sócio-diretor.titular@institutodeginecologiaecirurgiantimaavanadajata.com.br"
"Sócio-Diretor Titular","Instituto de Oftalmologia Diagnóstica e Cirurgia de Glaucoma São Paulo","","sócio-diretor.titular@institutodeoftalmologiadiagnsticaecirurgiadeglaucomasopaulo.com.br"
"Sócio-Diretor Titular","Instituto de Ortopedia de Ombro e Cotovelo Artroscópica Uberlândia","","sócio-diretor.titular@institutodeortopediadeombroecotoveloartroscpicauberlndia.com.br"
"Sócio-Diretor Titular","Instituto de Pneumologia e Diagnóstico de Apneia do Sono Ponta Grossa","","sócio-diretor.titular@institutodepneumologiaediagnsticodeapneiadosonopontagrossa.com.br"
"Sócio-Diretor Titular","Instituto de Endocrinologia e Tratamento de Metabologia Avançada Jaraguá do Sul","","sócio-diretor.titular@institutodeendocrinologiaetratamentodemetabologiaavanadajaragudosul.com.br"
"Sócio-Diretor Titular","Instituto de Dermatologia Cosmiátrica e Procedimentos Injetáveis Campo Grande","","sócio-diretor.titular@institutodedermatologiacosmitricaeprocedimentosinjetveiscampogrande.com.br"
"Sócio-Diretor Titular","Instituto de Mastologia e Cirurgia Oncológica Mamária Itumbiara","","sócio-diretor.titular@institutodemastologiaecirurgiaoncolgicamamriaitumbiara.com.br"
"Sócio-Diretor Titular","Indústria Usinagem São José dos Campos","","sócio-diretor.titular@indstriausinagemsojosdoscampos.com.br"
"Sócio-Diretor Titular","Indústria Caldeiraria Uberaba","","sócio-diretor.titular@indstriacaldeirariauberaba.com.br"
"Sócio-Diretor Titular","Indústria Injeção Toledo","","sócio-diretor.titular@indstriainjeotoledo.com.br"
"Sócio-Diretor Titular","Indústria Fundição Florianópolis","","sócio-diretor.titular@indstriafundioflorianpolis.com.br"
"Sócio-Diretor Titular","Indústria Motores Campo Grande","","sócio-diretor.titular@indstriamotorescampogrande.com.br"
"Sócio-Diretor Titular","Indústria Usinagem Goiânia","","sócio-diretor.titular@indstriausinagemgoinia.com.br"
"Sócio-Diretor Titular","Indústria Caldeiraria Ribeirão Preto","","sócio-diretor.titular@indstriacaldeirariaribeiropreto.com.br"
"Sócio-Diretor Titular","Indústria Injeção Betim","","sócio-diretor.titular@indstriainjeobetim.com.br"
"Sócio-Diretor Titular","Indústria Fundição Ponta Grossa","","sócio-diretor.titular@indstriafundiopontagrossa.com.br"
"Sócio-Diretor Titular","Indústria Motores Jaraguá do Sul","","sócio-diretor.titular@indstriamotoresjaragudosul.com.br"
"Sócio-Diretor Titular","Indústria Usinagem Três Lagoas","","sócio-diretor.titular@indstriausinagemtrslagoas.com.br"
"Sócio-Diretor Titular","Indústria Caldeiraria Rio Verde","","sócio-diretor.titular@indstriacaldeirariarioverde.com.br"
"Sócio-Diretor Titular","Indústria Injeção São Paulo","","sócio-diretor.titular@indstriainjeosopaulo.com.br"
"Sócio-Diretor Titular","Indústria Fundição Uberlândia","","sócio-diretor.titular@indstriafundiouberlndia.com.br"
"Sócio-Diretor Titular","Indústria Motores São José dos Pinhais","","sócio-diretor.titular@indstriamotoressojosdospinhais.com.br"
"Sócio-Diretor Titular","Indústria Usinagem Criciúma","","sócio-diretor.titular@indstriausinagemcricima.com.br"
"Sócio-Diretor Titular","Indústria Caldeiraria Campo Grande","","sócio-diretor.titular@indstriacaldeirariacampogrande.com.br"
"Sócio-Diretor Titular","Indústria Injeção Anápolis","","sócio-diretor.titular@indstriainjeoanpolis.com.br"
"Sócio-Diretor Titular","Indústria Fundição Jundiaí","","sócio-diretor.titular@indstriafundiojundia.com.br"
"Sócio-Diretor Titular","Indústria Motores Passos","","sócio-diretor.titular@indstriamotorespassos.com.br"
"Sócio-Diretor Titular","Agro Silos Cascavel","","sócio-diretor.titular@agrosiloscascavel.com.br"
"Sócio-Diretor Titular","Agro Fertilizantes Itajaí","","sócio-diretor.titular@agrofertilizantesitaja.com.br"
"Sócio-Diretor Titular","Agro Produção Três Lagoas","","sócio-diretor.titular@agroproduotrslagoas.com.br"
"Sócio-Diretor Titular","Agro Bioinsumos Jataí","","sócio-diretor.titular@agrobioinsumosjata.com.br"
"Sócio-Diretor Titular","Agro Silos São José dos Campos","","sócio-diretor.titular@agrosilossojosdoscampos.com.br"
"Sócio-Diretor Titular","Agro Fertilizantes Uberaba","","sócio-diretor.titular@agrofertilizantesuberaba.com.br"
"Sócio-Diretor Titular","Agro Produção Maringá","","sócio-diretor.titular@agroproduomaring.com.br"
"Sócio-Diretor Titular","Agro Bioinsumos Chapecó","","sócio-diretor.titular@agrobioinsumoschapec.com.br"
"Sócio-Diretor Titular","Agro Silos Campo Grande","","sócio-diretor.titular@agrosiloscampogrande.com.br"
"Sócio-Diretor Titular","Agro Fertilizantes Itumbiara","","sócio-diretor.titular@agrofertilizantesitumbiara.com.br"
"Sócio-Diretor Titular","Comex Exportação Ribeirão Preto","","sócio-diretor.titular@comexexportaoribeiropreto.com.br"
"Sócio-Diretor Titular","Comex Importação Betim","","sócio-diretor.titular@comeximportaobetim.com.br"
"Sócio-Diretor Titular","Comex Despacho Londrina","","sócio-diretor.titular@comexdespacholondrina.com.br"
"Sócio-Diretor Titular","Comex Trading Blumenau","","sócio-diretor.titular@comextradingblumenau.com.br"
"Sócio-Diretor Titular","Comex Exportação Três Lagoas","","sócio-diretor.titular@comexexportaotrslagoas.com.br"
"Sócio-Diretor Titular","Comex Importação Goiânia","","sócio-diretor.titular@comeximportaogoinia.com.br"
"Sócio-Diretor Titular","Comex Despacho São Paulo","","sócio-diretor.titular@comexdespachosopaulo.com.br"
"Sócio-Diretor Titular","Comex Trading Uberlândia","","sócio-diretor.titular@comextradinguberlndia.com.br"
"Sócio-Diretor Titular","Comex Exportação Curitiba","","sócio-diretor.titular@comexexportaocuritiba.com.br"
"Sócio-Diretor Titular","Comex Importação Joinville","","sócio-diretor.titular@comeximportaojoinville.com.br"
"Sócio-Diretor Titular","Fábrica de Caldeiraria Pesada Campo Grande","","sócio-diretor.titular@fbricadecaldeirariapesadacampogrande.com.br"
"Sócio-Diretor Titular","Fábrica de Injeção Plástica Anápolis","","sócio-diretor.titular@fbricadeinjeoplsticaanpolis.com.br"
"Sócio-Diretor Titular","Fábrica de Fundição de Ligas Ribeirão Preto","","sócio-diretor.titular@fbricadefundiodeligasribeiropreto.com.br"
"Sócio-Diretor Titular","Fábrica de Estruturas Metálicas Betim","","sócio-diretor.titular@fbricadeestruturasmetlicasbetim.com.br"
"Sócio-Diretor Titular","Fábrica de Máquinas Especiais Toledo","","sócio-diretor.titular@fbricademquinasespeciaistoledo.com.br"
"Sócio-Diretor Titular","Fábrica de Automação Industrial Florianópolis","","sócio-diretor.titular@fbricadeautomaoindustrialflorianpolis.com.br"
"Sócio-Diretor Titular","Fábrica de Caldeiraria Pesada Três Lagoas","","sócio-diretor.titular@fbricadecaldeirariapesadatrslagoas.com.br"
"Sócio-Diretor Titular","Fábrica de Injeção Plástica Jataí","","sócio-diretor.titular@fbricadeinjeoplsticajata.com.br"
"Sócio-Diretor Titular","Fábrica de Fundição de Ligas São Paulo","","sócio-diretor.titular@fbricadefundiodeligassopaulo.com.br"
"Sócio-Diretor Titular","Fábrica de Estruturas Metálicas Uberlândia","","sócio-diretor.titular@fbricadeestruturasmetlicasuberlndia.com.br"
"Sócio-Diretor Titular","Fábrica de Máquinas Especiais Ponta Grossa","","sócio-diretor.titular@fbricademquinasespeciaispontagrossa.com.br"
"Sócio-Diretor Titular","Fábrica de Automação Industrial Jaraguá do Sul","","sócio-diretor.titular@fbricadeautomaoindustrialjaragudosul.com.br"
"Sócio-Diretor Titular","Instituto de Cirurgia Robótica e Urologia Betim","","sócio-diretor.titular@institutodecirurgiarobticaeurologiabetim.com.br"
"Sócio-Diretor Titular","Instituto de Oncologia Clínica e Terapia Alvo Ponta Grossa","","sócio-diretor.titular@institutodeoncologiaclnicaeterapiaalvopontagrossa.com.br"
"Sócio-Diretor Titular","Instituto de Cirurgia Plástica e Reconstrução Jaraguá do Sul","","sócio-diretor.titular@institutodecirurgiaplsticaereconstruojaragudosul.com.br"
"Sócio-Diretor Titular","Instituto de Oftalmologia Cirúrgica Três Lagoas","","sócio-diretor.titular@institutodeoftalmologiacirrgicatrslagoas.com.br"
"Sócio-Diretor Titular","Instituto de Cardiologia Intervencionista Rio Verde","","sócio-diretor.titular@institutodecardiologiaintervencionistarioverde.com.br"
"Sócio-Diretor Titular","Instituto de Cirurgia da Coluna e Dor São Paulo","","sócio-diretor.titular@institutodecirurgiadacolunaedorsopaulo.com.br"
"Sócio-Diretor Titular","Instituto de Cirurgia Robótica e Urologia Uberlândia","","sócio-diretor.titular@institutodecirurgiarobticaeurologiauberlndia.com.br"
"Sócio-Diretor Titular","Instituto de Oncologia Clínica e Terapia Alvo São José dos Pinhais","","sócio-diretor.titular@institutodeoncologiaclnicaeterapiaalvosojosdospinhais.com.br"
"Sócio-Diretor Titular","Trans Logística Campo Grande","","sócio-diretor.titular@translogsticacampogrande.com.br"
"Sócio-Diretor Titular","Trans Cargas Itumbiara","","sócio-diretor.titular@transcargasitumbiara.com.br"
"Sócio-Diretor Titular","Trans Transporte Ribeirão Preto","","sócio-diretor.titular@transtransporteribeiropreto.com.br"
"Sócio-Diretor Titular","Trans Terminais Betim","","sócio-diretor.titular@transterminaisbetim.com.br"
"Sócio-Diretor Titular","Trans Logística Londrina","","sócio-diretor.titular@translogsticalondrina.com.br"
"Sócio-Diretor Titular","Trans Cargas Blumenau","","sócio-diretor.titular@transcargasblumenau.com.br"
"Sócio-Diretor Titular","Agro Silos Três Lagoas","","sócio-diretor.titular@agrosilostrslagoas.com.br"
